building_id,raw_noise_day_dba,raw_noise_night_dba,raw_daylight_klx,raw_view_sky_sr,raw_view_greenery_sr,raw_poi_count,noise_lden,noise_lnight,daylight,view_sky,view_greenery,location_poi,dwelling_id,fli_score,linguistic_label,num_activated_rules
31,49.952134230997345,44.75527418309248,1.7712386294165348,0.0333053182311863,0.0015756754085706,117.0,49.952134230997345,44.75527418309248,1.7712386294165348,0.0333053182311863,0.0015756754085706,2.0718820073061255,20,40.00000000000001,fair,3
33,51.72269792935593,39.16880126852388,2.3724790603930703,0.0417531715449695,0.0045460022546975,417.0,51.72269792935593,39.16880126852388,2.3724790603930703,0.0417531715449695,0.0045460022546975,2.621176281775035,21,59.999999999999986,good,3
34,59.69277319922276,45.62101439278548,1.827510288814475,0.0358214656154684,0.0044967360925037,423.0,59.69277319922276,45.62101439278548,1.827510288814475,0.0358214656154684,0.0044967360925037,2.6273658565927325,22,40.00000000000001,fair,3
35,54.81287123788661,43.50762506824285,1.050889761597977,0.0241167400252526,0.0089392253304443,95.0,54.81287123788661,43.50762506824285,1.050889761597977,0.0241167400252526,0.0089392253304443,1.9822712330395684,23,33.02025400307225,fair,2
39,47.31677080339444,43.004719724542994,2.4157414492471516,0.0438514181299395,0.001809726984046,119.0,47.31677080339444,43.004719724542994,2.4157414492471516,0.0438514181299395,0.001809726984046,2.0791812460476247,24,60.000000000000036,good,2
40,49.610068453802086,40.845140152629554,2.497915524415775,0.046537760132228,0.0045203943288888,110.0,49.610068453802086,40.845140152629554,2.497915524415775,0.046537760132228,0.0045203943288888,2.0453229787866576,25,54.70786678957093,good,4
41,46.976001252353264,37.97185902304586,1.4283804185377318,0.0327236713276921,0.0032215191375993,120.0,46.976001252353264,37.97185902304586,1.4283804185377318,0.0327236713276921,0.0032215191375993,2.0827853703164503,26,40.00000000000001,fair,2
43,62.0437214296968,47.9836296275079,1.7533791558957263,0.0332256044347705,0.0072173861180048,1055.0,62.0437214296968,47.9836296275079,1.7533791558957263,0.0332256044347705,0.0072173861180048,3.0236639181977933,27,39.99999999999999,fair,2
47,57.0757029791741,50.39685530510431,1.5217860185302812,0.0272772510190199,0.0338039050838563,216.0,57.0757029791741,50.39685530510431,1.5217860185302812,0.0272772510190199,0.0338039050838563,2.3364597338485296,28,40.000000000000014,fair,1
48,72.21263168293493,61.223711560258906,0.9615983335126468,0.018116369286448,0.0099892113112049,218.0,72.21263168293493,61.223711560258906,0.9615983335126468,0.018116369286448,0.0099892113112049,2.3404441148401185,29,13.166666666666671,poor,3
49,69.9280306422603,55.6844359109314,0.4378604288564113,0.0066844976832652,0.0009268814950866,1028.0,69.9280306422603,55.6844359109314,0.4378604288564113,0.0066844976832652,0.0009268814950866,3.012415374762433,30,22.06736247335021,poor,7
50,68.56287285511493,54.015948372955435,0.2412163542908171,0.0031404591162244,0.0004607427236035,1022.0,68.56287285511493,54.015948372955435,0.2412163542908171,0.0031404591162244,0.0004607427236035,3.00987563371216,31,21.399029484956888,poor,7
51,69.08280179594792,54.27903301496634,1.1966041841829786,0.0177061380906526,0.0025447456786033,1020.0,69.08280179594792,54.27903301496634,1.1966041841829786,0.0177061380906526,0.0025447456786033,3.0090257420869104,32,29.48407528883476,fair,7
52,46.77581391577736,33.845572852963834,1.0631611203555469,0.0179953978534513,0.0002271851804001,1187.0,46.77581391577736,33.845572852963834,1.0631611203555469,0.0179953978534513,0.0002271851804001,3.074816440645175,33,30.115909818429834,fair,5
53,57.8808419695255,49.059905056108505,2.469496420876182,0.0444894379724209,0.0006877808331103,929.0,57.8808419695255,49.059905056108505,2.469496420876182,0.0444894379724209,0.0006877808331103,2.9684829485539352,34,40.0,fair,1
55,51.26173929617951,47.96395595899183,1.7654133531629568,0.0274434671329801,0.001661723362657,693.0,51.26173929617951,47.96395595899183,1.7654133531629568,0.0274434671329801,0.001661723362657,2.841359470454855,35,40.0,fair,3
59,45.860529688981,36.2924766602485,2.1345083119580432,0.0445614933554529,0.0213474652757266,95.0,45.860529688981,36.2924766602485,2.1345083119580432,0.0445614933554529,0.0213474652757266,1.9822712330395684,36,72.81234796916856,excellent,6
60,58.62742741810994,47.74432453303332,3.9096913482632023,0.075802128249356,0.0160999523329019,116.0,58.62742741810994,47.74432453303332,3.9096913482632023,0.075802128249356,0.0160999523329019,2.0681858617461617,37,40.00000000000001,fair,1
64,59.692093556571294,42.1213983904548,0.9352287840022516,0.0164306977672784,0.0023890087548705,452.0,59.692093556571294,42.1213983904548,0.9352287840022516,0.0164306977672784,0.0023890087548705,2.656098202012832,38,25.548981304446567,fair,5
66,58.8724849071599,49.12442894697293,1.7589977746992034,0.0273989796559389,0.0137219656146245,342.0,58.8724849071599,49.12442894697293,1.7589977746992034,0.0273989796559389,0.0137219656146245,2.5352941200427703,39,40.000000000000014,fair,1
68,51.80344086374809,41.514868615452585,1.6352973962472437,0.0308800892229376,0.0091194377807565,350.0,51.80344086374809,41.514868615452585,1.6352973962472437,0.0308800892229376,0.0091194377807565,2.545307116465824,40,40.000000000000014,fair,1
69,44.98301289070106,34.805370379280546,1.9040045742195648,0.0345011501844888,0.0064253460708494,336.0,44.98301289070106,34.805370379280546,1.9040045742195648,0.0345011501844888,0.0064253460708494,2.5276299008713385,41,50.0,good,0
70,50.43387395505211,39.878996594415355,1.8769523032205104,0.031886741622146,0.0136433232968048,346.0,50.43387395505211,39.878996594415355,1.8769523032205104,0.031886741622146,0.0136433232968048,2.5403294747908736,42,60.00000000000003,good,2
71,61.75713723722687,47.71531951424122,0.2649191846865704,0.0045100139556416,0.0028077398692292,766.0,61.75713723722687,47.71531951424122,0.2649191846865704,0.0045100139556416,0.0028077398692292,2.884795363948981,43,19.54524249472059,poor,6
72,64.1763255189675,55.73335547305633,1.4437041312038816,0.0249330135586705,0.0121436325385481,114.0,64.1763255189675,55.73335547305633,1.4437041312038816,0.0249330135586705,0.0121436325385481,2.060697840353612,44,16.53389224484521,poor,3
81,67.16169746796658,58.01352963878131,1.22973174830846,0.0234588464165899,0.0096439150831456,500.0,67.16169746796658,58.01352963878131,1.22973174830846,0.0234588464165899,0.0096439150831456,2.699837725867246,45,14.083982654235891,poor,1
82,40.5845961254542,32.735415093782,1.5869745712859975,0.0331723780642502,0.0162615166702535,158.0,40.5845961254542,32.735415093782,1.5869745712859975,0.0331723780642502,0.0162615166702535,2.2013971243204513,46,59.999999999999986,good,2
83,41.6866254817893,32.0445608225651,1.464591655623553,0.0284477212677851,0.0170553344809258,157.0,41.6866254817893,32.0445608225651,1.464591655623553,0.0284477212677851,0.0170553344809258,2.198657086954422,47,60.00000000000001,good,2
84,49.3352809839154,43.4711468272344,2.22323490072877,0.0317581054080114,0.0158525729473045,160.0,49.3352809839154,43.4711468272344,2.22323490072877,0.0317581054080114,0.0158525729473045,2.2068258760318495,48,60.55204000505213,good,6
85,51.7892734116184,45.1583928727393,1.6507764678902674,0.0353990823695987,0.015036590200787,165.0,51.7892734116184,45.1583928727393,1.6507764678902674,0.0353990823695987,0.015036590200787,2.220108088040055,49,43.67711682572717,fair,3
86,51.4657355431096,44.6150947058367,1.508855768980607,0.0314545156099007,0.0143443854406046,163.0,51.4657355431096,44.6150947058367,1.508855768980607,0.0314545156099007,0.0143443854406046,2.214843848047698,50,44.68909871889929,fair,3
87,57.479406950544615,50.52917897082752,1.6191051978087698,0.0289490337393269,0.0170274488683174,144.0,57.479406950544615,50.52917897082752,1.6191051978087698,0.0289490337393269,0.0170274488683174,2.161368002234975,51,40.00000000000002,fair,1
88,54.746622924447365,51.37236388931174,1.8772121904545316,0.0327052023189725,0.0209813802385403,124.0,54.746622924447365,51.37236388931174,1.8772121904545316,0.0327052023189725,0.0209813802385403,2.096910013008056,52,40.00000000000001,fair,1
89,64.472073264153,53.5023565684125,2.0164210072985367,0.0285521699906082,0.0043953944578155,211.0,64.472073264153,53.5023565684125,2.0164210072985367,0.0285521699906082,0.0043953944578155,2.326335860928751,53,31.16340311248465,fair,6
90,47.2410495782109,34.4111680017033,1.6754450664628668,0.0428922866275058,0.0148398444435732,302.0,47.2410495782109,34.4111680017033,1.6754450664628668,0.0428922866275058,0.0148398444435732,2.481442628502305,54,69.33658435383573,excellent,3
91,52.34836726746521,37.6043254784217,1.8618995257045672,0.0442677118860449,0.0116060980248837,306.0,52.34836726746521,37.6043254784217,1.8618995257045672,0.0442677118860449,0.0116060980248837,2.4871383754771865,55,59.99999999999999,good,1
